8698;8810;KGVA;MT;Fort Belknap Agency;Aaniiih Nakoda College
9039;8810;KHID;TX;Mcallen;Relevant Radio, Inc.
9079;8810;KHJR;MO;St. Thomas;COVENANT NETWORK
9146;8810;KHMG;GU;Barrigada;Harvest Christian Academy
9235;8810;KHPR;HI;Honolulu;Hawaii Public Radio, Inc.
9278;8810;K201DX;WA;Walla Walla;
9342;8810;KHTU;CO;Wray;HOME TOWN RADIO
9557;8810;KICB;IA;Fort Dodge;Iowa Central Community College
9600;8810;KIDS;NM;Grants;Board of Education of The City of Albuquerque
10148;8810;KIYU;AK;Galena;BIG RIVER PUBLIC BROADCASTING CORP
10275;8810;KJDR;OK;Guymon;Top O Texas Educational Broadcasting Foundation
10457;8810;KJKR;ND;Jamestown;Hi-Line Radio Fellowship, Inc.
10698;8810;KJTY;KS;Topeka;Intentional Life Media
10737;8810;KJVL;KS;Hutchinson;Great Plains Christian Radio, Inc.
10822;8810;KJYS;NE;Mccook;Tri-State Broadcasting Association, Inc.
11115;8810;KKJZ;CA;Long Beach;California State University, Long Beach Research Foundation
11272;8810;KKQA;AK;Akutan;Aleutian Peninsula Broadcasting, Inc.
11306;8810;KKRI;OK;Pocola;K-LOVE, Inc.
11449;8810;KKWV;TX;Aransas Pass;AMERICAN FAMILY ASSOCIATION
11561;8810;KLBD;TX;Premont;The Worship Center of Kingsville
11575;8810;KLBR;OR;Bend;Lane Community College
11577;8810;KLBT;TX;Beaumont;The King's Musician Educational Foundation, Inc.
11596;8810;KLCM;KS;Ulysses;Libertad En Cristo Ministries, Inc
11664;8810;KLFC;MO;Branson;Mountaintop Broadcasting, Inc.
11676;8810;KLFO;OR;Florence;Lane Community College
11718;8810;KLHE;HI;Hilo;K-LOVE, Inc.
11726;8810;KLHM;CA;Lucerne Valley;Educational Radio Foundation of East Texas, Inc.
12046;8810;KLTU;AZ;Mammoth;K-LOVE, Inc.
12074;8810;KLUW;WA;East Wenatchee;K-LOVE, Inc.
12110;8810;KLWG;CA;Lompoc;Calvary Chapel of Lompoc
12115;8810;KLWL;MO;Chillicothe;CSN International, Inc.
12614;8810;KMPQ;OR;Roseburg;Lane Community College
12623;8810;KMPZ;CO;Salida;Cheyenne Mountain Public Broadcast House, Inc.
12684;8810;KMSI;OK;Moore;David Ingles Ministries Church Inc.
12732;8810;KMUE;CA;Eureka;Redwood Community Radio, Inc.
13155;8810;KNKL;UT;Tremonton;K-LOVE, Inc.
13174;8810;KNLE;TX;Round Rock;Ixoye Productions, Inc.
13196;8810;KNMA;NM;Tularosa;CSN International, Inc.
13223;8810;KNNB;AZ;Whiteriver;Apache Radio Broadcasting Corp.
13368;8810;KNSQ;CA;Mount Shasta;Southern Oregon University
13398;8810;KNTU;TX;Mckinney;University of North Texas
13511;8810;K201IJ;OK;Miami, Etc.;David Ingles Ministries Inc.
13700;8810;KOFK;MT;Bozeman;Guild of St. Peter Educational Association
13725;8810;KOGJ;AK;Kenai;CSN International, Inc.
13768;8810;KOIA;IA;Storm Lake;St. Gabriel Communications, Ltd.
13771;8810;KOIA;IA;Storm Lake;St. Gabriel Communications, Ltd.
14184;8810;KOYA;SD;Rosebud;Rosebud Sioux Tribe
14252;8810;KPAQ;LA;Plaquemine;AMERICAN FAMILY ASSOCIATION
14391;8810;KPFZ;CA;Lakeport;Lake County Community Radio
14409;8810;KPGR;UT;Pleasant Grove;Alpine School District
14410;8810;KPGS;CO;Pagosa Springs;KUTE, Inc.
14482;8810;KPJM;AZ;Payson;KPJM-LP Inc.
14533;8810;KUCC;WA;Clarkston;Upper Columbia Media Association
14641;8810;KPPP;ND;;
14694;8810;KPRQ;WY;Sheridan;Montana State University-Billings
14969;8810;KQCF;OR;Chiloquin;Common Frequency, Inc.
15111;8810;KQHR;OR;The Dalles;All Classical Public Media, Inc.
15227;8810;KQMD;TX;Quemado;Multimedeos Radio Ola
15252;8810;KQNC;CA;Quincy;California State University, Sacramento
15278;8810;KQOC;OR;Gleneden Beach;All Classical Public Media, Inc.
15420;8810;KQTO;NM;Hurley;RADIO BILINGUE INC
15436;8810;KQUE;TX;Bay City;Aleluya Broadcasting Network
15629;8810;KRBP;TX;Presidio;RADIO BILINGUE INC
15684;8810;XHGIK;CO;;
15696;8810;KREE;AZ;Pirtleville;RADIO BILINGUE INC
15726;8810;KRFI;MN;Redwood Falls;Minnesota Public Radio
15889;8810;KRLP;MN;Windom;K-LOVE, Inc.
15897;8810;KRLX;MN;Northfield;Carleton College
15938;8810;KRNM;MP;Chalan Kanoa-Saipan;MARIANAS EDUCATIONAL MEDIA SERVICES, INC.
16004;8810;KRQA;AR;Bentonville;K-LOVE, Inc.
16031;8810;KRRB;ID;Kuna;Pensacola Christian College, Inc.
16059;8810;KRSD;SD;Sioux Falls;Minnesota Public Radio
16094;8810;KRTM;CA;Banning;Penfold Communications, Inc
16101;8810;KRTT;KS;Great Bend;Divine Mercy Radio, Inc.
16108;8810;KRUA;AK;Anchorage;UNIVERSITY OF ALASKA
16713;8810;KSRH;CA;San Rafael;San Rafael City Schools
17013;8810;KTCV;WA;Kennewick;Kennewick School District No. 17
17094;8810;KTFY;ID;Buhl;Idaho Conference of Seventh-day Adventists, Inc.
17095;8810;KTFZ;MT;Thompson Falls;The University of Montana
17372;8810;KTQQ;NV;Elko;RADIO 74 INTERNATIONALE
17460;8810;KTUA;OK;Coweta;K-LOVE, Inc.
17557;8810;KTXT;TX;Lubbock;Texas Tech University
17670;8810;KUCC;WA;Clarkston;Upper Columbia Media Association
17818;8810;KUHU;UT;Monticello;University of Utah
18106;8810;KUSW;NM;Flora Vista;KUTE, Inc.
18248;8810;KUYI;AZ;Hotevilla;The Hopi Foundation
18304;8810;KVAM;WY;Flower Pot;Cedar Cove Broadcasting, Inc.
18382;8810;KVDM;KS;Hays;Divine Mercy Radio, Inc.
18399;8810;KVED;TX;Vernon;Top O Texas Educational Broadcasting Foundation
18544;8810;KVJS;TX;Arroyo;Vision Hispana Incorporated, Internacional
18600;8810;KVLW;TX;Gatesville;K-LOVE, Inc.
18659;8810;KVOD;CO;Lakewood;Public Broadcasting of Colorado, Inc.
18762;8810;KVSC;MN;St. Cloud;St Cloud State University
18982;8810;K201EN;WA;Everett;
18982;8810;KWAO;WA;Vashon;K-LOVE, Inc.
18986;8810;KWAS;TX;Borger;Top O Texas Educational Broadcasting Foundation
19352;8810;KWOU;OK;Woodward;The University of Oklahoma
19467;8810;KWTF;CA;Bodega Bay;KWTF Radio
19514;8810;KWVA;OR;Eugene;University of Oregon
19689;8810;KXBT;TX;Somerville;The University of Texas at Austin
19760;8810;KXEM;MT;Roundup;Hi-Line Radio Fellowship, Inc.
20780;8810;KYRS;WA;Medical Lake;Thin Air Community Radio
20831;8810;KYTR;WA;Union Gap;Sacred Heart Radio, Inc.
21058;8810;KZCK;KS;Colby;The Praise Network, Inc.
21164;8810;KZGM;MO;Cabool;Real Community Radio Network, Inc.
21466;8810;KZSC;CA;Santa Cruz;Regents of the University of California
21908;8810;WAJC;MN;Newport;Maranatha Assembly of God Church
21999;8810;WAMP;TN;Jackson;AMERICAN FAMILY ASSOCIATION
22138;8810;WARY;NY;Valhalla;Westchester Community College
22276;8810;WAXG;KY;Mount Sterling;AMERICAN FAMILY ASSOCIATION
22287;8810;WAXR;IL;Geneseo;AMERICAN FAMILY ASSOCIATION
22299;8810;WAYD;KY;Auburn;HOPE MEDIA GROUP
22301;8810;WAYF;FL;West Palm Beach;HOPE MEDIA GROUP
22303;8810;WAYH;AL;Harvest;HOPE MEDIA GROUP
22315;8810;WAYT;GA;Thomasville;HOPE MEDIA GROUP
22325;8810;WAZD;TN;Savannah;AMERICAN FAMILY ASSOCIATION
22409;8810;WBCJ;OH;Spencerville;Taylor University Broadcasting, Inc.
22485;8810;WBFH;MI;Bloomfield Hills;Bloomfield Hills School District-Board Of Education
22516;8810;WBGM;PA;New Berlin;Montrose Broadcasting Corporation
22524;8810;WBGU;OH;Bowling Green;Bowling Green State University
22656;8810;WBLW;MI;Gaylord;Grace Baptist Church of Gaylord, Michigan
22665;8810;WBMF;IL;Crete;Family Worship Center Church, Inc.
22986;8810;WZXM;PA;Harrisburg;Four Rivers Community Broadcasting Corporation
23208;8810;WCHC;MA;Worcester;College of the Holy Cross
23458;8810;WCQS;NC;Mars Hill;Western North Carolina Public Radio, Inc.
23475;8810;WCRJ;FL;Jacksonville;Radio Training Network Inc
23481;8810;WCRP;PR;Guayama;Ministerio Radial Cristo Viene Pronto, Inc.
23489;8810;WCRX;IL;Chicago;Columbia College
23514;8810;WCSW;IL;Arrowsmith;2820 Communications INC
23611;8810;WCWP;NY;Brookville;Long Island University
23831;8810;WDFB;KY;Danville;Alum Springs Educational Corporation
23932;8810;WDIY;PA;Allentown;LEHIGH VALLEY COMMUNITY BROADCASTERS ASSOCIATION INC
24047;8810;WDNJ;NJ;Hopatcong;Youngshine Media, Inc.
24107;8810;WDPR;OH;Dayton;Dayton Public Radio, Inc.
24190;8810;WDSW;MS;Westby;
24523;8810;WEFR;PA;Erie;Family Stations, Inc.
24669;8810;WELH;RI;Providence;The Wheeler School
24857;8810;WESN;IL;Bloomington;Illinois Wesleyan University
24864;8810;WESU;CT;Middletown;WESLEYAN UNIVERSITY
24883;8810;WLWX;IL;Wheaton;K-LOVE, Inc.
24990;8810;XHRED;CD;;
25119;8810;WFCP;PA;Pine Grove;
25228;8810;WFGU;OH;Peebles;Hope Radio of Winchester
25245;8810;WFHL;MA;New Bedford;New Bedford Christian Radio, Inc.
25530;8810;WFSK;TN;Nashville;Fisk University
25932;8810;WGHW;NC;Lockwoods Folly Town;PEACE BAPTIST CHURCH OF WILMINGTON, NC
26051;8810;WGML;NC;Vanceboro;Pathway Christian Academy, Inc.
26317;8810;WGWR;NY;Liberty;UNIVERSITY OF NORTHWESTERN - ST. PAUL
26318;8810;WGWS;MD;St. Mary'S City;CSN International, Inc.
26599;8810;WHHN;PA;Hollidaysburg;Radio Maria, Inc.
26615;8810;WHID;WI;Green Bay;Board Of Regents, Univ. Of Wisconsin System
26621;8810;WHIJ;FL;Ocala;Radio Training Network Inc
26649;8810;WHJL;WI;Merrill;WRVM, Inc
26789;8810;WHOV;VA;Hampton;Hampton University
26811;8810;WHPR;MI;Highland Park;r.j.'s late night entertainment corporation
26857;8810;WHRL;VA;Emporia;Hampton Roads Educational Telecommunications Association, Inc.
26862;8810;WHRQ;OH;Sandusky;Ave Maria Communications
27047;8810;WHYT;MI;Goodland Township;Smile FM
27274;8810;WIHM;IL;Harrisburg;COVENANT NETWORK
27291;8810;WIID;NC;Rodanthe;Seacoast Radio Network Corp
27982;8810;WJIS;FL;Bradenton;Radio Training Network Inc
27999;8810;WJJJ;WV;Beckley;Shofar Broadcasting Corporation
28152;8810;WJPG;NJ;Cape May Court House;Maranatha Ministries / Joy Communications, Inc.
28239;8810;WJSP;GA;Warm Springs;GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION
28274;8810;WJTY;WI;Lancaster;Intentional Life Media
28389;8810;WJYJ;NC;Hickory;Positive Alternative Radio Inc.
28431;8810;WJZZ;NY;Montgomery;Hudson Valley Public Radio, Inc.
28547;8810;WKEL;NY;Webster;K-LOVE, Inc.
28602;8810;WKGO;PA;Murrysville;Broadcast Educational Communications, Inc.
28661;8810;WKIV;RI;Westerly;K-LOVE, Inc.
29002;8810;WKVY;KY;Somerset;K-LOVE, Inc.
29019;8810;WKWP;PA;Williamsport;K-LOVE, Inc.
29271;8810;WLGH;MI;Leroy Township;Smile FM
29311;8810;WLHV;NY;Annandale-On-Hudson;Tri-State Public Communications
29550;8810;WLRA;IL;Lockport;John D. Freberg
29613;8810;WLTL;IL;La Grange;Lyons Township High School
29689;8810;WLWJ;IL;Petersburg;GOOD NEWS RADIO, INC.
29703;8810;WLWX;IL;Wheaton;K-LOVE, Inc.
29721;8810;WLXP;GA;Savannah;Christian Multimedia Network, Inc.
29806;8810;WMAW;MS;Meridian;Mississippi Authority for Educational Television
29821;8810;WMBL;IN;Mitchell;The Moody Bible Institute of Chicago
29827;8810;WMBR;MA;Cambridge;TECHNOLOGY BROADCASTING CORPORATION
29898;8810;WMEK;ME;Kennebunkport;Word Radio Educational Foundation
29912;8810;WMEY;ME;Bowdoin;Light of Life Ministries, Inc.
29984;8810;WMHS;DE;Pike Creek;RedClay Consolidated School District
30053;8810;WMKJ;FL;Tavernier;Call Communications Group, Inc.
30139;8810;WMNR;CT;Monroe;Town of Monroe, CT
30187;8810;WMAW;MS;Meridian;Mississippi Authority for Educational Television
30284;8810;WMTG;NC;South Waverly;
30294;8810;WMTQ;NY;Elmira;Holy Family Communications
30315;8810;WMUL;WV;Huntington;MARSHALL UNIVERSITY BOARD OF GOVERNORS
30366;8810;WMWK;WI;Milwaukee;Family Stations, Inc.
30475;8810;WNAP;IN;Morristown;The Buzzard Broadcasting Network, Inc
30478;8810;WNAS;IN;New Albany;New Albany-Floyd County Consolidated School Corporation
30507;8810;WNBV;VA;Grundy;JEWELL VALLEY RAILROAD INC.
30519;8810;WNCH;VT;Norwich;Vermont Public Co.
30568;8810;WNEE;GA;Patterson;Clarke Public Radio, Inc.
30713;8810;WNJT;NJ;Trenton;New York Public Radio
30749;8810;WNLD;IL;Decatur;UNIVERSITY OF NORTHWESTERN - ST. PAUL
30961;8810;WNTH;IL;Winnetka;NEW TRIER TOWNSHIP HIGH SCHOOL DISTRICT #203
31434;8810;WOLM;MS;D'Iberville;Radio Maria, Inc.
31543;8810;WOPR;NC;Madison;Church Planters of America
31917;8810;WPEB;PA;Philadelphia;Scribe Video Center, Inc.
32279;8810;WPRZ;VA;Brandy Station;Praise Communications, Inc.
32313;8810;WPTH;IL;Olney;VCY America Inc
33060;8810;WQWA;WI;;
33305;8810;WRFL;KY;Lexington;Board of Trustees, University of Kentucky
33333;8810;WRGN;PA;Sweet Valley;Good News For Life
33335;8810;WRGP;FL;Homestead;Florida International University Board of Trustees
33379;8810;WRIH;VA;Richmond;AMERICAN FAMILY ASSOCIATION
33398;8810;WRJA;SC;Sumter;South Carolina Educational Television Commission
33416;8810;WRJS;GA;Soperton;Grace Missionary Baptist Church, Inc.
33601;8810;WRQV;PA;Ridgway;Invisible Allies Ministries
33645;8810;WRSN;TN;Lebanon;Risen Radio
33783;8810;WRQV;PA;Ridgway;Invisible Allies Ministries
33871;8810;WSBF;SC;Clemson;Clemson University Board of Trustees
33933;8810;WSDP;MI;Plymouth;Plymouth-Canton Community Schools
33985;8810;WSFP;MI;Harrisville;Michigan Community Radio
34085;8810;WSJL;AL;Bessemer;Elijah Radio, Inc.
34151;8810;WSLZ;NY;Cape Vincent;St. Lawrence University
34157;8810;WSMF;MI;Monroe;Northland Community Broadcasters
34210;8810;WSOG;IL;Spring Valley;Spirit Educational Association, Inc.
34269;8810;WSQN;NY;Greene;WSKG Public Telecommunications Council
34284;8810;WSRC;IN;Waynetown;Calvary Chapel of Crawfordsville
34302;8810;WSRU;PA;Slippery Rock;Slippery Rock Student Government Association, Inc.
34698;8810;WTHA;NJ;Berlin;Bux-Mont Educational Radio Association
34969;8810;WTRL;KY;Hodgenville;
34977;8810;WTRT;KY;Benton;Pennyrile Christian Community, Inc.
35000;8810;WTSQ;WV;;
35174;8810;WTZI;IL;Rosemont;RadioEd
35218;8810;WUBA;FL;High Springs;
35227;8810;WUBJ;NY;Jamestown;Western New York Public Broadcasting Assoc
35228;8810;WUBK;SC;Enoree;RICHBURG EDUCATIONAL BROADCASTERS, INC.
35636;8810;WURC;MS;Holly Springs;
35688;8810;WUTC;TN;Chattanooga;University of Tennessee
35769;8810;WUWF;FL;Pensacola;University of West Florida
36262;8810;WVPE;IN;Elkhart;Elkhart Community Schools
36327;8810;WVRR;WV;Point Pleasant;Positive Alternative Radio Inc.
36416;8810;WVVC;NY;Dolgeville;Northeast Gospel Broadcasting Inc.
36494;8810;WVYC;PA;York;York College of PA
36661;8810;WWEN;WI;Wentworth;Real Presence Radio
36665;8810;WWER;VA;Colonial Beach;Colonial Beach Community Radio
36683;8810;WWFJ;NC;East Fayetteville;Grace Missionary Baptist Church, Inc.
36721;8810;WWGV;OH;Grove City;AMERICAN FAMILY ASSOCIATION
37044;8810;WWTG;IL;Carpentersville;Cary Grove Adventist Fellowship
37246;8810;WXBA;NY;Brentwood;Brentwood Union Free School District
37526;8810;WXLU;NY;Peru;St. Lawrence University
37716;8810;WXTC;PA;Greenville;Thiel College
37952;8810;WYCE;MI;Wyoming;Grand Rapids Cable Access Center Inc.
38050;8810;WYFY;OH;Cambridge;Bible Broadcasting Network, Inc.
38058;8810;WYGG;NJ;Asbury Park;Minority Business &Housing Development, Inc.
38291;8810;WYPF;MD;Frederick;Your Public Radio Corporation
38303;8810;WYPR;MD;Baltimore;WYPR License Holding, LLC
38379;8810;WYSP;PA;Colley;Telikoja Educational Broadcasting Inc.
38407;8810;WYTR;NC;Robbins;Truth Media Incorporated
38609;8810;WZBL;NJ;Barnegat Light;Hope Christian Church of Marlton, Inc.
38739;8810;WZGL;IL;Charleston;UNIVERSITY OF NORTHWESTERN - ST. PAUL
38795;8810;WZIP;OH;Akron;The University of Akron
39104;8810;WZUM;WV;Bethany;PITTSBURGH PUBLIC MEDIA
39182;8810;WZXM;PA;Harrisburg;Four Rivers Community Broadcasting Corporation
39225;8810;WZZD;PA;Warwick;Four Rivers Community Broadcasting Corporation
41358;8810;KAFM;CO;Grand Junction;GRAND VALLEY PUBLIC RADIO CO INC
41571;8810;KGFJ;MT;Belt;CSN International, Inc.
41588;8810;KGGA;NM;Gallup;Board of Education of The City of Albuquerque
41645;8810;KGIF;AS;Tafuna;Leone Church of Christ
41713;8810;KGKV;TX;Doss;K-LOVE, Inc.
41732;8810;KVDM;KS;Hays;Divine Mercy Radio, Inc.
41955;8810;KMLV;NE;Ralston;K-LOVE, Inc.
42589;8810;WELH;RI;Providence;The Wheeler School
42757;8810;WKJL;WV;Clarksburg;K-LOVE, Inc.
42852;8810;WKNC;NC;Raleigh;North Carolina State University
42958;8810;WKRE;AL;Argo;Elijah Radio, Inc.
42978;8810;WKRY;IN;Versailles;GOOD SHEPHERD RADIO, INC.
43174;8810;WVPE;IN;Elkhart;Elkhart Community Schools
43444;8810;WWTG;IL;Carpentersville;Cary Grove Adventist Fellowship
44836;8810;KHOY;TX;Laredo;Laredo Catholic Communications, Inc.
45570;8810;CBC1;?;;
45571;8810;CBC2;?;;
45572;8810;CBCF1;?;;
45573;8810;CBCF2;?;;
49831;8810;CFPP;QC;;
49877;8810;CFRH;ON;;
50422;8810;CHLK;ON;Perth;
51117;8810;CILA;QC;;
51174;8810;CIND;ON;Toronto;
52124;8810;CJWE;AB;;
52330;8810;CKDU;NS;;
52359;8810;CKEW;BC;;
52449;8810;CKIE;QC;;
52734;8810;CKSS;AB;;
53505;8810;W201CC;GA;Buford;
53509;8810;K201HM;WY;Laramie;
53510;8810;W201BE;NY;Buffalo;
53511;8810;K201HR;CA;Fort Bragg;
53519;8810;K201HW;TX;El Paso;ONE MINISTRIES, INC.
53564;8810;K201IZ;UT;Vernal;
53565;8810;K201FX;TX;Reno;
53570;8810;K201HS;WY;Worland;
53571;8810;K201HX;NV;Mesquite;
53580;8810;K201AP;SD;Belle Fourche;
53601;8810;K201CO;MT;Shelby;Hi-Line Radio Fellowship, Inc.
53603;8810;K201AH;AK;Kaktovik;
53606;8810;K201HJ;CO;Lincoln Park;
53608;8810;W201CD;NY;Ithaca;Ithaca Community Radio, Inc.
53611;8810;K201DI;OR;Grants Pass;
53627;8810;K201BY;UT;Delta, Etc.;
53656;8810;K201CL;AK;Tatitlek;TERMINAL RADIO INCORPORATED
53675;8810;K201AQ;SD;Hot Springs;
53684;8810;K201IN;MT;Hamilton;
53699;8810;K201IJ;OK;Miami, Etc.;David Ingles Ministries Inc.
53707;8810;K201FK;CO;Burlington;
53709;8810;K201HO;NV;Reno;
53719;8810;W201DD;KY;Central City;HOPE MEDIA GROUP
53721;8810;K201FF;NV;Winnemucca;
53725;8810;K201FG;MT;Culbertson;
53733;8810;K201AV;AK;Point Lay;
53739;8810;K201ES;CA;Ripley/Blythe;
53750;8810;K201DV;OR;Brookings;
53758;8810;W201BL;IL;Jacksonville;Family Worship Center Church, Inc.
53761;8810;K204GP;TX;Dumas;Grace Community Church of Amarillo
53763;8810;K201FJ;ND;Williston;
53768;8810;K201GD;MO;Kirksville;Family Worship Center Church, Inc.
53781;8810;W201BO;IN;Vincennes;
53808;8810;K201BK;OR;Coquille;Southern Oregon University
53820;8810;K201FD;WA;Forks;
53825;8810;K201DZ;TX;Port Bolivar;
53832;8810;K201CF;UT;Ticaboo;
53843;8810;K201IX;MN;Grand Rapids;UNIVERSITY OF NORTHWESTERN - ST. PAUL
53847;8810;K201EG;AK;Ketchikan;
53851;8810;W201AJ;VA;Big Stone Gap;
53874;8810;K201CY;NM;Clovis;Grace Community Church of Amarillo
53876;8810;K201FN;ND;Dickinson;
53879;8810;K209EM;SD;;
53939;8810;K201HV;CO;Jansen;
53971;8810;K201DX;WA;Walla Walla;
53983;8810;W201CN;VA;Afton;Virginia Tech Foundation , Inc.
53986;8810;W201DP;OH;Ashtabula;
53993;8810;K201IG;ID;Rexburg;
53994;8810;K201FV;CA;Truckee;
54014;8810;K201AG;AK;Nuiqsut;
54024;8810;K201BI;AK;Cordova;TERMINAL RADIO INCORPORATED
54041;8810;K201CW;UT;Moab;
54048;8810;K201AM;AK;Gustavus;
54058;8810;W201DM;GA;Woodstock;
54060;8810;W201DJ;GA;Douglas;Radio By Grace,  Inc.
54075;8810;K209FS;NE;Columbus;
54088;8810;K201FW;CA;Los Gatos;
54097;8810;K201IL;CO;Breckenridge;Community Radio of Northern Colorado
54104;8810;K201EY;MT;Kalispell;
54106;8810;K201FO;LA;Jennings;
54108;8810;W201CF;MI;Baldwin;
54117;8810;K201AD;CA;China Lake, Etc.;
54119;8810;W201DO;PA;Milford;
54143;8810;K201IQ;MN;;
54150;8810;K201BW;MN;La Crescent;
54176;8810;K201DP;UT;St. George;
54180;8810;K201AL;AK;Port Protection;Narrows Broadcasting Corporation
54215;8810;K201AE;UT;Coalville, Etc.;
54218;8810;K201IS;CA;Oceanside;
54226;8810;K201EN;WA;Everett;
54239;8810;K201IW;NM;Las Vegas;Eastern New Mexico University
54247;8810;K201IB;AZ;Heber-Overgaard;Advance Ministries, Inc.
54252;8810;K201BM;TX;Canadian;Top O Texas Educational Broadcasting Foundation
54259;8810;K201IP;CO;Sterling;
54260;8810;K201EP;TX;Hereford;
54269;8810;K201IH;CA;Napa;
54276;8810;K201DH;OR;Pendleton;
54299;8810;K201HB;SD;;
54326;8810;K201HZ;TX;Tulia;Grace Community Church of Amarillo
54327;8810;W201DI;NC;Monroe;Grace Missionary Baptist Church, Inc.
54329;8810;W201CH;SC;South Charleston;
54359;8810;K201BV;CA;Benicia-Martinez;KQED Inc
54387;8810;K201AO;AK;Seward;
54402;8810;W201AI;VA;Coeburn;
54409;8810;K201CH;AK;Chenega Bay;TERMINAL RADIO INCORPORATED
54416;8810;K201DA;AK;King Cove;
54422;8810;K201EU;TX;Katy;
54429;8810;K201BF;NV;Scotty'S Junction;
54435;8810;K201ER;AZ;Holbrook;Advance Ministries, Inc.
54442;8810;K201IY;TX;Houston;CENTRO CRISTIANO DE VIDA ETERNA
54488;8810;K202BU;AZ;Quartzsite;Advance Ministries, Inc.
54492;8810;K201FP;OK;Arapaho;
54504;8810;K201CC;NM;Las Cruces;Calvary of Albuquerque, Inc.
54516;8810;K201AJ;CA;South Lake Tahoe, Et;California State University, Sacramento
54517;8810;K201EC;CO;Manitou Springs;
54548;8810;K216CD;ID;Lower Stanley;Idaho State Board of Education
54740;8810;W201DQ;NY;Utica;Northeast Gospel Broadcasting Inc.
4470;8830;KXUA;AR;Fayetteville;Board of Trustees of the University of Arkansas
4494;8830;KAPI;LA;Ruston;AMERICAN FAMILY ASSOCIATION
4678;8830;KAWK;CA;Coalinga;K-LOVE, Inc.
4689;8830;KAWV;TX;Alice;AMERICAN FAMILY ASSOCIATION
4705;8830;KAXL;CA;Greenacres;SKYRIDE UNLIMITED, INC
4836;8830;KBCM;AR;Blytheville;AMERICAN FAMILY ASSOCIATION
5022;8830;KBJQ;KS;Bronson;AMERICAN FAMILY ASSOCIATION
5046;8830;KBKO;AK;Kodiak;Sacred Heart Radio, Inc.
5094;8830;KBMK;ND;Bismarck;K-LOVE, Inc.
5127;8830;KBNR;TX;Brownsville;World Radio Network, Inc.
5175;8830;KBPN;MN;Brainerd;Minnesota Public Radio
5272;8830;KBTG;WY;Buffalo;Buffafo Baptist Church
5330;8830;KBVM;OR;Portland;Catholic Broadcasting Northwest, Inc.
5366;8830;KBWW;OK;Broken Bow;Golden Baptist Church
